compta;facture,jour;article;libelle;qte;pu;montant
TOTTOJE01;AFA2601400;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TOURARE01;FA23001309;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TOURARE01;FA2401344;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOURARE01;AFA2501433;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TOURARE01;AFA2601402;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TOURNIS01;FA20003258;2020-04-29 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TOURNIS01;FA2101556;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TOURNIS01;FV2100320;2021-06-11 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
TOUSSLA01;FA23002850;2023-04-20 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TOUSSLA01;FA2401346;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOUSSLA01;FV2400115;2024-02-14 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
TOUSSMA01;FA20001380;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TOUSSMA01;FA2101559;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TOUSSMA01;FV2100321;2021-06-11 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
TOUSSNO01;FA20003116;2020-04-09 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TOUSSNO01;FA2101558;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TOUSSNO01;FV2100017;2021-01-21 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
TOUSSNO01;FA23004079;2024-02-07 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOUSSNO01;AFA2501434;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TOUSSNO01;AFA2601404;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TOUSSPA01;FA2403206;2024-05-07 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOUSSPA01;AFA2501435;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TOUSSPA01;AFV2500491;2025-12-12 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
TOUSSPE01;FA20001379;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TOUSSPE01;FA2101557;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TOUSSPE01;FA2201430;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TOUSSPE01;FA23001310;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TOUSSPE01;FA2401345;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOUSSPE01;FV2300675;2024-03-21 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
TOUSSPE01;AFA2503101;2025-06-26 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TOUSSPE01;AFA2601403;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TOUZEAU01;FA20001382;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TOUZEAU01;FA2101561;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TOUZEAU01;FA2201432;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TOUZEAU01;FA23001312;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TOUZEAU01;FA2401348;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOUZEAU01;AFA2501437;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TOUZEAU01;AFA2601406;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TOUZECA01;FA20001381;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TOUZECA01;FA2101560;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TOUZECA01;FA2201431;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TOUZECA01;FA23001311;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TOUZECA01;FA2401347;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOUZECA01;AFA2501436;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TOUZECA01;AFA2601405;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TOVANNA01;FA20001383;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TOVANNA01;FA2101562;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TOVANNA01;FA2201433;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TOVANNA01;FA23001313;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TOVANNA01;FA2401349;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TOVANNA01;AFA2501438;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TOVANNA01;AFA2601407;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRAGLMO01;AFA2601408;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRAORTA01;FA2202808;2022-01-31 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TRAORTA01;FA23001314;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRAORTA01;FV23000282;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
TRAUSVA01;FA20001384;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TRAUSVA01;FA2101563;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TRAUSVA01;FA2201434;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TRAUSVA01;FV2200129;2022-01-25 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
TRAUSVA01;FA2203204;2022-05-31 00:00:00.000;ACOT;Cotisation annuelle;1.000000;30.000000;30.000000
TRAUSVA01;FA23001315;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRAVECA02;FA20001385;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TRAVECA02;FV20000034;2020-02-26 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
TREIBAN01;FA20001386;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TREIBAN01;FA2101564;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TREIBAN01;FA2201435;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TREIBAN01;FV2200265;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
TREIBAN01;FA2401350;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TREIBAN01;FV2300676;2024-03-21 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
TREIBAN01;AFA2503064;2025-06-16 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TREIBAN01;AFA2601409;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TREMOIN01;FA2402959;2024-03-05 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TREMOIN01;AFA2501439;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TREMOIN01;AFV2500036;2025-01-23 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
TREMOIN01;AFA2601410;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRESFMA01;FA23001316;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRESFMA01;FV23000283;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
TRIBOAN01;FA23002795;2023-03-28 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRIBOAN01;FA2401354;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TRIBOAN01;AFA2501442;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TRIBOAN01;AFA2601415;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRIBOBE01;FA23002605;2023-01-13 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRIBOBE01;FA2401353;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TRIBOBE01;FV2300677;2024-03-21 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
TRIBOBE01;FA2403102;2024-04-10 00:00:00.000;ACOT;Cotisation annuelle;1.000000;5.000000;5.000000
TRIBOBE01;AFA2503088;2025-06-25 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TRIBOBE01;AFA2601414;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRIBOEM01;FA20001389;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TRIBOEM01;FA2101567;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TRIBOEM01;FA2201438;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TRIBOEM01;FA23001319;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRIBOEM01;FV23000284;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
TRIBOGE01;AFA2502974;2025-05-12 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TRIBOGE01;AFA2601413;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRIBOMA01;FA20001387;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TRIBOMA01;FA2101565;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TRIBOMA01;FA2201436;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TRIBOMA01;FA23001317;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRIBOMA01;FA2401351;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TRIBOMA01;AFA2501440;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TRIBOMA01;AFA2601411;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRIBOYA01;FA20001388;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TRIBOYA01;FA2101566;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TRIBOYA01;FA2201437;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TRIBOYA01;FA23001318;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TRIBOYA01;FA2401352;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TRIBOYA01;AFA2501441;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TRIBOYA01;AFA2601412;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TRITZFA01;FA2102900;2021-02-23 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TRITZFA01;FA2201439;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TRITZFA01;FV2200130;2022-01-25 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
TROESOL01;FA20001390;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TROESOL01;FA2101568;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TROESOL01;FA2201440;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TROESOL01;FA23001320;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TUAILMI01;FA20001392;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TUAILMI01;FV20000175;2020-06-19 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
TUAILOL01;FA20001391;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
TUAILOL01;FA2101569;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
TUAILOL01;FA2201441;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
TUAILOL01;FA23001321;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
TUAILOL01;FA2401355;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
TUAILOL01;AFA2501443;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TUAILOL01;AFA2601416;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
TURKCE01;AFA2501444;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
TURKCE01;AFV2500492;2025-12-12 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
UCARDE01;AFA2501445;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
UCARDE01;AFA2601417;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
UHRIGCE01;FA20001393;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
UHRIGCE01;FA2101570;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
UHRIGCE01;FA2201442;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
UHRIGCE01;FA23001322;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
UHRIGCE01;FA2401356;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
UHRIGCE01;AFA2501446;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
UHRIGCE01;AFA2601418;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
UHRIGHE01;FA2401357;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
UHRIGHE01;AFA2501447;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
UHRIGHE01;AFA2601419;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
ULMERCH01;AFA2601420;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
URLACDO01;AFA2502903;2025-03-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
URLACDO01;AFA2601421;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VACCEUX;FA2102950;2021-01-31 00:00:00.000;ACOT;Cotisation annuelle;1.000000;30.000000;30.000000
VACCEUX;PFA2500220;2025-06-30 00:00:00.000;ACOT;Cotisation annuelle 2025;1.000000;5.000000;5.000000
VACCEUX;PFA2600023;2026-01-31 00:00:00.000;ACOT;Cotisation annuelle 2026;1.000000;5.000000;5.000000
VACELFR01;FA20001394;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VACELFR01;FA2101571;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VACELFR01;FA2201443;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VACELFR01;FA23001323;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VACELFR01;FA2401358;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VACELFR01;AFA2501448;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VACELFR01;AFA2601422;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VAILLCL01;FA2401360;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VAILLCL01;AFA2501450;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VAILLCL01;AFA2601424;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VAILLCL01;AFV2600058;2026-01-27 00:00:00.000;ACOT;Cotisation année 2026;-1.000000;5.000000;-5.000000
VAILLDE01;FA2103482;2021-07-20 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VAILLDE01;FA2201444;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VAILLDE01;FA23001324;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VAILLDE01;FA2401359;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VAILLDE01;AFA2501449;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VAILLDE01;AFA2601423;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VALDECH01;FA2102914;2021-03-02 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALDECH01;FA2201445;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALDECH01;FA23001325;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALDECH01;FV23000285;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
VALDECO01;FA20000353;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALDECO01;FA2100400;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALDECO01;FA2200362;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALDECO01;FA23000332;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALDECO01;FA2400357;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VALDECO01;AFA2500366;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALDELO01;FA2403280;2024-05-22 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VALDELO01;AFA2501451;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALDELO01;AFA2601425;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VALDEOD01;FA20001395;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALDEOD01;FV20000288;2020-06-30 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
VALDESO01;FA20003462;2020-06-18 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALDESO01;FA2101572;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALDESO01;FV2100084;2021-02-25 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
VALENDA01;FA20001396;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALENDA01;FA2101573;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALENDA01;FA2201446;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALENDA01;FA23001326;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALENDA01;FA2401361;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VALENDA01;AFA2501452;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALENDA01;AFA2600631;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VALENDA03;FA2201448;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALENDA03;FV2200266;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
VALENDA03;FA23001328;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALENDA03;FV23000120;2023-03-07 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
VALENEL01;FA20001398;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALENEL01;FA2101577;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALENEL01;FA2201449;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALENEL01;FA23001329;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALENEL01;FA2401362;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VALENEL01;AFA2501453;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALENEL01;AFA2601426;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VALENGA01;FA20002593;2020-01-22 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALENGA01;FA2101574;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALENGA01;FV2100322;2021-06-11 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
VALENJE01;FA20001397;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALENJE01;FA2101576;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALENJE01;FA2201447;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALENJE01;FA23001327;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALENJE01;FV23000114;2023-03-06 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
VALENRO01;FA20001399;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALENRO01;FV20000334;2020-11-10 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
VALENST01;FA20003433;2020-06-08 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALENST01;FA2101575;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALENST01;FV2100073;2021-02-16 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
VALLAJE01;FA20001401;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALLAJE01;FA2101579;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALLAJE01;FA2202759;2022-01-21 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALLAJE01;FA23001331;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALLAJE01;FV23000286;2023-06-22 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
VALLALY01;FA20001400;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALLALY01;FA2101578;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALLALY01;FA2201450;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
VALLALY01;FA23001330;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
VALLALY01;FA2401363;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VALLALY01;AFA2501454;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALLALY01;AFA2601427;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VALLAPH01;AFA2503043;2025-06-04 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALLAPH01;AFA2601428;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
VALLECH01;FA2403286;2024-05-24 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VALLECH01;AFA2501456;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALLECH01;AFV2500493;2025-12-12 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
VALLERE01;FA2403105;2024-04-11 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
VALLERE01;AFA2501455;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
VALLERE01;AFV2500494;2025-12-12 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
VALROSO01;FA20001402;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
VALROSO01;FA2101580;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
VALROSO01;FA2201451;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
