compta;facture,jour;article;libelle;qte;pu;montant
COSSIJO01;AFV2500356;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
COSTEEM01;FA2103108;2021-04-15 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COSTEEM01;FA2200353;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COSTEEM01;FV2200050;2022-01-25 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
COSTEMO01;FA2403014;2024-03-14 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COSTEMO01;AFA2500358;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COSTEMO01;AFA2600340;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COSTENI01;FA20000347;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COSTENI01;FA2100392;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COSTENI01;FA2200354;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COSTENI01;FA23000326;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COSTENI01;FA2400351;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COSTENI01;AFA2500359;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COSTENI01;AFA2600341;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COSYNTH01;FA20000348;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COSYNTH01;FA2100393;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COSYNTH01;FA2200355;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COSYNTH01;FA23000327;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COSYNTH01;FA2400352;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COSYNTH01;AFA2500360;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COSYNTH01;AFA2600342;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COTEJE01;FA20003218;2020-04-23 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COTEJE01;FA2100394;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COTEJE01;FA2200356;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COTEJE01;FA23002612;2023-01-13 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COTEJE01;FA2402813;2024-01-26 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COTEJE01;FV2300619;2024-03-20 00:00:00.000;ACOT;Cotisation année 2024;-1.000000;5.000000;-5.000000
COTEJE01;FA2403284;2024-05-23 00:00:00.000;ACOT;Cotisation annuelle;1.000000;5.000000;5.000000
COTEJE01;AFA2500361;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COTEJE01;AFA2600343;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COTTIOP01;FA2102902;2021-02-23 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COTTIOP01;FA2200357;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COTTIOP01;FV2200051;2022-01-25 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
COUDENY01;FA20000349;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COUDENY01;FA2100395;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COUDENY01;FA2200358;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COUDENY01;FA23000328;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COUDENY01;FA2400353;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COUDENY01;AFA2600344;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COULOSI01;FA20000350;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COULOSI01;FA2100396;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COURAJU02;FA20000351;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COURAJU02;FA2100397;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COURAJU02;FA2200359;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COURAJU02;FA23000329;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COURAJU02;FA2400354;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COURAJU02;AFA2500362;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COURAJU02;AFA2600345;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COURTEL01;FA2402850;2024-02-06 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COURTEL01;AFA2500365;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COURTEL01;AFV2500357;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
COURTJE01;FA20003089;2020-04-07 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COURTJE01;FA2100399;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COURTJE01;FA2200361;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COURTJE01;FA23000331;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COURTJE01;FA2400356;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COURTJE01;AFA2500364;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COURTJE01;AFA2600347;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COURTJE02;AFA2502912;2025-04-02 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COURTJE02;AFA2600348;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COURTPA01;FA20000352;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COURTPA01;FA2100398;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COURTPA01;FA2200360;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COURTPA01;FA23000330;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COURTPA01;FA2400355;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COURTPA01;AFA2500363;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COURTPA01;AFA2600346;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COUVECH01;FA20000829;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COUVECH01;FA2100964;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COUVECH01;FA2200880;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COUVECH01;FA23000789;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COUVECH01;FA2400817;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COUVECH01;AFA2500862;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COUVECH01;AFA2600847;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COUVECH02;FA20000354;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COUVECH02;FA2100401;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COUVECH02;FA2200363;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COUVECH02;FA23000333;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COUVECH02;FA2400358;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COUVECH02;AFA2500367;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COUVECH02;AFA2600349;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
COUVRAN01;FA20003260;2020-04-29 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
COUVRAN01;FA2100402;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
COUVRAN01;FA2200364;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
COUVRAN01;FA23000334;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
COUVRAN01;FA2400359;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
COUVRAN01;AFA2500368;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
COUVRAN01;AFA2600350;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CREMAEL01;FA20002800;2020-02-20 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CREMAEL01;FA2100403;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CREMAEL01;FV2100176;2021-06-08 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
CREMAMA01;AFA2500369;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CREMAMA01;AFA2600351;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CREMEAL01;FA2103325;2021-06-11 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CREMEAL01;FA2200365;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CREMEAL01;FV2200199;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
CREMENE01;FA2202753;2022-01-19 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CREMENE01;FA23000335;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CREMENE01;FV23000188;2023-06-21 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
CRETOVE01;FA20000355;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CRETOVE01;FA2100404;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CRETOVE01;FA2200366;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CRETOVE01;FA23000336;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CRETOVE01;FA2400360;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CRETOVE01;AFA2500370;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CRETOVE01;AFA2600352;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CRETTVE01;FA2102901;2021-02-23 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CRETTVE01;FA2200367;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CRETTVE01;FA23000337;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CRETTVE01;FA2400361;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CRETTVE01;AFA2500371;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CRETTVE01;AFA2600353;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CREUSLA01;FA2403465;2024-06-25 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CREUSLA01;AFA2500372;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CREUSLA01;AFV2500358;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
CREUSSA01;FA2103009;2021-03-22 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CREUSSA01;FA2200368;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROCHAU01;FA20002818;2020-02-27 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CROCHAU01;FA2100405;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROCHAU01;FA2200369;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROCHAU01;FA23000338;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CROCHAU01;FV23000012;2023-01-16 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
CROCHRE01;FA20000356;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CROCHRE01;FA2100406;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROCHRE01;FA2200370;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROCHRE01;FV2200200;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
CROCHRE01;FA2203436;2022-07-21 00:00:00.000;ACOT;Cotisation annuelle;1.000000;30.000000;30.000000
CROCHRE01;FA23000339;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CROCHRE01;FV23000189;2023-06-21 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
CROISJE01;FA20000357;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CROISJE01;FA2100407;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROISJE01;FV2100177;2021-06-08 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
CROISJE01;AFA2600354;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CROUERE01;FA2103101;2021-04-12 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROUERE01;FA2200371;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROUERE01;FV2200201;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
CROUERE01;FA2203201;2022-05-31 00:00:00.000;ACOT;Cotisation annuelle;1.000000;30.000000;30.000000
CROUERE01;FA23002613;2023-01-13 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CROUERE01;FV23000190;2023-06-21 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
CROUERE02;AFA2500373;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CROUERE02;AFV2500359;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
CROUSSA01;FA20000358;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CROUSSA01;FV20000127;2020-06-18 00:00:00.000;ACOT;Cotisation année 2020;-1.000000;30.000000;-30.000000
CROUVDI01;FA2100408;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROUVDI01;FA2200372;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROUVDO01;FA20002755;2020-02-07 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CROUVDO01;FA2100410;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROUVDO01;FA2200374;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROUVDO01;FA23000341;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CROUVDO01;FA2400363;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CROUVDO01;AFA2500375;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CROUVDO01;AFA2600356;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CROUVYV01;FA20000359;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CROUVYV01;FA2100409;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROUVYV01;FA2200373;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROUVYV01;FA23000340;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CROUVYV01;FA2400362;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CROUVYV01;AFA2500374;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CROUVYV01;AFA2600355;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CROUZAU01;FA2103072;2021-04-07 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CROUZAU01;FA2200375;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CROUZAU01;FA23000342;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CROUZAU01;FV23000003;2023-01-13 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
CRUNCST01;FA20000360;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CRUNCST01;FA2100411;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CRUNCST01;FA2200376;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CRUNCST01;FA23000343;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CRUNCST01;FA2400364;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CRUNCST01;AFA2500376;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CRUNCST01;AFA2600357;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CUENIMU01;AFA2500377;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CUENIMU01;AFV2500360;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
CUESTAN02;FA2402873;2024-02-09 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CUESTAN02;AFA2500378;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CUESTAN02;AFV2500361;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
CUIRIJE01;FA20000361;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CUIRIJE01;FA2100412;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CUIRIJE01;FA2200377;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CUIRIJE01;FA23000344;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CUIRIJE01;FA2400365;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CUIRIJE01;AFA2500379;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CUIRIJE01;AFA2600358;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
CULARMA01;FA20000362;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CUNATMY01;FA2102840;2021-02-01 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CUNATMY01;FA2200378;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CUNATMY01;FV2200202;2022-03-22 00:00:00.000;ACOT;Cotisation année 2022;-1.000000;30.000000;-30.000000
CUNINDE01;FA20000363;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CUNINDE01;FA2100413;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CURIEBE01;FA20003666;2020-08-17 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CURIEBE01;FA2100414;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CURIEBE01;FA2200379;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CURIEBE01;FA23000345;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CURIEBE01;FV23000004;2023-01-13 00:00:00.000;ACOT;Cotisation année 2023;-1.000000;30.000000;-30.000000
CURIEMA01;FA20000364;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
CURIEMA01;FA2100415;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
CURIEMA01;FA2200380;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
CURIEMA01;FA23000346;2023-01-12 00:00:00.000;ACOT;Cotisation année 2023;1.000000;30.000000;30.000000
CURIEMA01;FA2400366;2024-01-12 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
CURIEMA01;AFA2500380;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
CURIEMA01;AFA2600359;2026-01-13 00:00:00.000;ACOT;Cotisation année 2026;1.000000;5.000000;5.000000
DACRUAN01;FA2403126;2024-04-18 00:00:00.000;ACOT;Cotisation année 2024;1.000000;5.000000;5.000000
DACRUAN01;AFA2500381;2025-01-21 00:00:00.000;ACOT;Cotisation année 2025;1.000000;5.000000;5.000000
DACRUAN01;AFV2500362;2025-12-05 00:00:00.000;ACOT;Cotisation année 2025;-1.000000;5.000000;-5.000000
DAFONCL01;FA20000366;2020-01-14 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
DAFONCL01;FA2100417;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
DAFONCL01;FA2200382;2022-01-11 00:00:00.000;ACOT;Cotisation année 2022;1.000000;30.000000;30.000000
DAGORAN01;FA2100418;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
DAGORAN01;FV2100178;2021-06-08 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
DAILLFL01;FA20002617;2020-01-28 00:00:00.000;ACOT;Cotisation année 2020;1.000000;30.000000;30.000000
DAILLFL01;FA2100419;2021-01-14 00:00:00.000;ACOT;Cotisation année 2021;1.000000;30.000000;30.000000
DAILLFL01;FV2100179;2021-06-09 00:00:00.000;ACOT;Cotisation année 2021;-1.000000;30.000000;-30.000000
